text,label
"This sequence of events, i.e., cause and effect, has been referred to as the ""holiday heart"" syndrome.",0
"Soon after the third weekly session of the second protocol, the clinical status of the animal deteriorated suddenly and severely, with a bleeding tendency, jaundice, hyperuricaemia, hyperphosphataemia, azotaemia, hyperbilirubinaemia and, presumptive disseminated intravascular coagulation.",0
Fungal infection of implantable cardioverter-defibrillators: case series of five patients managed over 22 years.,0
"The disease rapidly evolved into acute leukemia within 1 month after the onset of MDS, and the patient died 1 month later during induction chemotherapy.",0
The noted increase in the theophylline level after zafirlukast administration is in contrast to the original reports by the manufacturer.,1
Antibiotic-associated colitis (pseudomembranous colitis) developed in four patients with spinal cord injury and taking oral trimethoprim-sulfamethoxazole.,1
On admission the patient showed signs of incipient cardiogenic shock.,0
Culture was positive for Staphylococcus haemolyticus.,0
Limited data are available regarding this treatment in the pediatric population.,0
"He remained on a steady dose of 8000 mg/day for 9 months, almost doubled what is considered therapeutic.",0
We suspect that nefazodone inhibits metabolism of tacrolimus.,1
Anaphylactoid reaction to 50% solution of dextrose.,1
CONCLUSIONS: Infectious endophthalmitis is a potential complication of intravitreal bevacizumab injection.,1
Possible serotonin syndrome associated with clomipramine after withdrawal of clozapine.,1
"She was treated with Pancrease MT 16, but had consistent vomiting 1 to 2 hours after administration of enzymes.",1
This approach might represent a promising new strategy for treatment of proteinuria after kidney transplantation.,0
CONCLUSIONS: The observation that neurotoxicity developed with a delay of 24 to 48 hours after acyclovir peak serum concentrations could explain the wide range of acyclovir levels reported in similar cases.,1
A new sodium homoeostasis was established with a higher dose of DDAVP.,0
The study was closed early for safety reasons as there were three unexpected treatment-related deaths.,0
"To develop information on the relative rarity or frequency of neurologic worsening with the initiation of penicillamine therapy, we conducted a retrospective survey of 25 additional patients with Wilson's disease who met the criteria of presenting with neurologic disease and having been treated with penicillamine.",1
"DISCUSSION: Back pain, with or without opioid dependence, is commonly encountered in general practice.",0
"This property is similar to that of other lipophilic agents such as amiodarone, chloroquine, chlorpromazine, quinacrine, and suramin.",0
A treatment attempt with allopurinol was initiated while antiviral therapy was continued and was successfully completed after 6 months.,0
"He had skin and bone involvement and some of the leukaemic blasts showed haemophagocytosis, characteristic features seen in t(8;16) AML.",0
Osteonecrosis appears to render the hip more susceptible to hematogenously derived bacterial infection.,0
There was neither intrathecal chemotherapy nor brain irradiation.,0
Tumour necrosis factor-alpha inhibitors including infliximab are often used to treat a number of recalcitrant medical conditions.,0
"Aluminum overload can have a detrimental effect on erythropoiesis which, in turn, can blunt the effectiveness of Epoetin alfa.",0
There was no family history of similar lesions.,0
Patient was discharged home on postoperative day 19.,0
"His clinical features included erythematous, edematous plaques and peripheral neuropathy.",0
"Although taxol has shown significant activity in advanced ovarian cancer, peripheral neuropathy is likely to become the major dose-limiting toxicity.",1
Milnacipran is a novel serotonin noradrenaline reuptake inhibitor.,0
Digestive hemorrhage caused by a Meckel's diverticulum in a metformin-treated patient: is there any connection?,1
"We report the case of a lung cancer patient with bronquiloalveolar carcinoma (BAC) presenting with BOOP after chemotherapy with docetaxel and gemcitabine producing severe respiratory insufficiency, and simulating a progression of the tumor.",1
PURPOSE: The occurrence of myoclonus associated with continuous i.v. infusion of dobutamine in a patient with end-stage renal disease (ESRD) is described.,1
Thrombosis of mechanical valve prosthesis: thrombolysis vs surgical treatment.,0
"A 27-year-old man who had a history of bronchial asthma, eosinophilic enteritis, and eosinophilic pneumonia presented with fever, skin eruptions, cervical lymphadenopathy, hepatosplenomegaly, atypical lymphocytosis, and eosinophilia two weeks after receiving trimethoprim (TMP)-sulfamethoxazole (SMX) treatment.",1
Worsening of neurologic syndrome in patients with Wilson's disease with initial penicillamine therapy.,1
"A patient with sinuatrial disease and implanted pacemaker was treated with amiodarone (maximum dose 1000 mg, maintenance dose 800 mg daily) for 10 months, for control of supraventricular tachyarrhythmias.",0
"In random trials of id injection, observation under clinical and laboratory conditions showed improvement in 63% (17/27) of the patients treated for 6 months with appropriate doses of di-Lex (III3FucnLc4), and in 72% (31/43) of those treated with an identical protocol for TCA.",0
False-positive proteinuria by acid precipitation testing in tolmetin-treated patients has been noted on routine urinalysis screening.,0
The patient developed a severe infection of the upper and lower respiratory tract with bilateral pulmonary infiltrates and severe hypoxemia.,0
"BACKGROUND: To assess the nature, incidence, and risk factors of retinopathy associated with pegylated interferon and ribavirin combination therapy in chronic hepatitis C patients.",1
We report a case of hip fracture during treatment which was associated with osteoporosis.,0
We evaluated drug-specific T cell responses in a patient with refractory partial seizures and paroxysmal kinesigenic choreoathetosis successfully treated with clinical desensitization to phenytoin.,0
"Blood sugar and A1c were finally stabilized one month after discontinuation of olanzapine (A1c,6.9%).",0
"Theoretical basal ganglia toxicologic mechanisms of methanol poisoning are reviewed, and the role of brain imaging studies will regard to diagnosis, prognosis and impact on management is discussed.",1
For these reasons vasoconstrictor imidazoline containing solutions should be prescribed with caution and kept out of reach of children.,0
Diffuse alveolar hemorrhage after leflunomide therapy in a patient with rheumatoid arthritis.,1
"OBJECTIVE: To evaluate the simple medication regimen, all psychotropics were given at night for patients with chronic schizophrenia, who had been taking them at least twice a day for more than 12 weeks before the entry.",0
"INTERVENTION: Volume resuscitation, vasopressors, high PEEP mechanical ventilation, paralysis, nitric oxide, steroids, rapid albumin infusion.",0
